<<<<<<< HEAD
frame_number,x,y,sequence_id,sequence_annotation,number_of_points,still_file,Path,site_id,CT_serial_number,Folder,xdim,ydim,cam_id,file_name,file_id,Time,Date,PA_cat,Dig,Num_an
170,119.4394576,269.1342939,OCGSV57_38,Da,3,PICT0058_01.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0058,PICT0058_OCGSV57,17:59,10/05/2017,strict,Y,
188,156.9965997,278.8713307,OCGSV57_38,Da,3,PICT0058_19.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0058,PICT0058_OCGSV57,17:59,10/05/2017,strict,Y,
189,156.9965997,278.8713307,OCGSV57_38,Da,3,PICT0058_20.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0058,PICT0058_OCGSV57,17:59,10/05/2017,strict,Y,
204,682.7965894,305.3004307,OCGSV57_39,Da,1,PICT0059_15.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0059,PICT0059_OCGSV57,18:03,10/05/2017,strict,Y,
204,684.1875946,305.3004307,OCGSV57_40,Da,5,PICT0059_15.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0059,PICT0059_OCGSV57,18:03,10/05/2017,strict,Y,
205,617.419342,292.7813833,OCGSV57_40,Da,5,PICT0059_16.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0059,PICT0059_OCGSV57,18:03,10/05/2017,strict,Y,
206,535.3500314,276.0893202,OCGSV57_40,Da,5,PICT0059_17.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0059,PICT0059_OCGSV57,18:03,10/05/2017,strict,Y,
207,496.40187,269.1343127,OCGSV57_40,Da,5,PICT0059_18.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0059,PICT0059_OCGSV57,18:03,10/05/2017,strict,Y,
209,495.0108788,269.1342939,OCGSV57_40,Da,5,PICT0059_20.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0059,PICT0059_OCGSV57,18:03,10/05/2017,strict,Y,
210,610.4643157,337.2935518,OCGSV57_41,Lt,1,PICT0061_01.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0061,PICT0061_OCGSV57,18:50,12/05/2017,strict,Y,
210,604.0700533,338.7453461,OCGSV57_42,Lt,2,PICT0061_01.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0061,PICT0061_OCGSV57,18:50,12/05/2017,strict,Y,
211,704.4234124,345.9998057,OCGSV57_42,Lt,2,PICT0061_02.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0061,PICT0061_OCGSV57,18:50,12/05/2017,strict,Y,
230,379.1818031,294.0095113,OCGSV57_43,Mt,1,PICT0062_01.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0062,PICT0062_OCGSV57,20:29,12/05/2017,strict,Y,
230,393.6907224,295.2185879,OCGSV57_44,Mt,7,PICT0062_01.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0062,PICT0062_OCGSV57,20:29,12/05/2017,strict,Y,
231,332.0278151,285.545975,OCGSV57_44,Mt,7,PICT0062_02.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0062,PICT0062_OCGSV57,20:29,12/05/2017,strict,Y,
232,263.1104481,269.827979,OCGSV57_44,Mt,7,PICT0062_03.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0062,PICT0062_OCGSV57,20:29,12/05/2017,strict,Y,
233,225.629073,261.3644427,OCGSV57_44,Mt,7,PICT0062_04.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0062,PICT0062_OCGSV57,20:29,12/05/2017,strict,Y,
234,174.8478552,254.109983,OCGSV57_44,Mt,7,PICT0062_05.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0062,PICT0062_OCGSV57,20:29,12/05/2017,strict,Y,
235,139.7846334,243.2282935,OCGSV57_44,Mt,7,PICT0062_06.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0062,PICT0062_OCGSV57,20:29,12/05/2017,strict,Y,
236,91.42156881,235.9738338,OCGSV57_44,Mt,7,PICT0062_07.jpeg,F:\Stills\PNGSV\OCGSV57Stills\,OCGSV57,B100815620,OCGSV57Stills,720,480,B10,PICT0062,PICT0062_OCGSV57,20:29,12/05/2017,strict,Y,
23,371.5555556,416.8888889,OCGSV58_0,Da,1,a(8)_02.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
23,372.8888889,422.2222222,OCGSV58_1,Da,11,a(8)_02.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
24,367.5555556,406.2222222,OCGSV58_1,Da,11,a(8)_03.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
25,359.5555556,360,OCGSV58_1,Da,11,a(8)_04.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
26,393.3333333,330.6666667,OCGSV58_1,Da,11,a(8)_05.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
27,416.4444444,315.5555556,OCGSV58_1,Da,11,a(8)_06.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
28,440.4444444,300.4444444,OCGSV58_1,Da,11,a(8)_07.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
30,438.6666667,277.3333333,OCGSV58_1,Da,11,a(8)_09.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
31,430.6666667,268.4444444,OCGSV58_1,Da,11,a(8)_10.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
32,420,258.6666667,OCGSV58_1,Da,11,a(8)_11.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
34,413.7777778,255.1111111,OCGSV58_1,Da,11,a(8)_13.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
35,384.4444444,245.3333333,OCGSV58_1,Da,11,a(8)_14.jpeg,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,720,480,B11,a(8),a(8)_OCGSV58,17:03,05/06/2017,strict,Y,
46,853.4970512,1938.97935,OCGSV58_2,0.1,1,PICT0027.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0027.JPG,PICT0027.JPG_OCGSV58,NA,NA,NA,Y,
46,800.3578708,1186.174294,OCGSV58_3,0.2,1,PICT0027.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0027.JPG,PICT0027.JPG_OCGSV58,NA,NA,NA,Y,
48,800.3578708,1048.898078,OCGSV58_4,0.2,1,PICT0029.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0029.JPG,PICT0029.JPG_OCGSV58,NA,NA,NA,Y,
48,769.3600155,468.7953587,OCGSV58_5,0.4,1,PICT0029.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0029.JPG,PICT0029.JPG_OCGSV58,NA,NA,NA,Y,
57,746.1181928,982.7416225,OCGSV58_6,0.2,1,PICT0038.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0038.JPG,PICT0038.JPG_OCGSV58,NA,NA,NA,Y,
57,738.0497114,631.762681,OCGSV58_7,0.4,1,PICT0038.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0038.JPG,PICT0038.JPG_OCGSV58,NA,NA,NA,Y,
59,1593.308741,934.330734,OCGSV58_8,0.2,1,PICT0040.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0040.JPG,PICT0040.JPG_OCGSV58,NA,NA,NA,Y,
59,1596.155198,733.998263,OCGSV58_9,0.4,1,PICT0040.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0040.JPG,PICT0040.JPG_OCGSV58,NA,NA,NA,Y,
67,1563.534103,999.4661357,OCGSV58_10,0.2,1,PICT0048.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0048.JPG,PICT0048.JPG_OCGSV58,NA,NA,NA,Y,
67,1575.571754,582.1609304,OCGSV58_11,0.4,1,PICT0048.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0048.JPG,PICT0048.JPG_OCGSV58,NA,NA,NA,Y,
73,3040.152522,1067.679487,OCGSV58_12,0.2,1,PICT0054.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0054.JPG,PICT0054.JPG_OCGSV58,NA,NA,NA,Y,
73,3104.353323,192.9435755,OCGSV58_13,0.4,1,PICT0054.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0054.JPG,PICT0054.JPG_OCGSV58,NA,NA,NA,Y,
77,2943.851321,1039.591636,OCGSV58_14,0.2,1,PICT0058.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0058.JPG,PICT0058.JPG_OCGSV58,NA,NA,NA,Y,
77,2971.939171,566.1107302,OCGSV58_15,0.4,1,PICT0058.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0058.JPG,PICT0058.JPG_OCGSV58,NA,NA,NA,Y,
87,941.5888455,955.3280851,OCGSV58_16,0.2,1,PICT0068.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0068.JPG,PICT0068.JPG_OCGSV58,NA,NA,NA,Y,
87,961.6515958,690.4997818,OCGSV58_17,0.4,1,PICT0068.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0068.JPG,PICT0068.JPG_OCGSV58,NA,NA,NA,Y,
104,1350.868951,1063.666937,OCGSV58_20,0.2,1,PICT0085.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0085.JPG,PICT0085.JPG_OCGSV58,NA,NA,NA,Y,
104,1342.843851,413.6338283,OCGSV58_21,0.4,1,PICT0085.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0085.JPG,PICT0085.JPG_OCGSV58,NA,NA,NA,Y,
106,1186.354399,999.4661357,OCGSV58_18,0.2,1,PICT0087.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0087.JPG,PICT0087.JPG_OCGSV58,NA,NA,NA,Y,
106,1194.379499,610.2487808,OCGSV58_19,0.4,1,PICT0087.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0087.JPG,PICT0087.JPG_OCGSV58,NA,NA,NA,Y,
112,1194.379499,951.3155351,OCGSV58_24,0.2,1,PICT0093.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0093.JPG,PICT0093.JPG_OCGSV58,NA,NA,NA,Y,
112,1190.366949,686.4872317,OCGSV58_25,0.4,1,PICT0093.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0093.JPG,PICT0093.JPG_OCGSV58,NA,NA,NA,Y,
124,2321.906063,943.290435,OCGSV58_22,0.2,1,PICT0105.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0105.JPG,PICT0105.JPG_OCGSV58,NA,NA,NA,Y,
124,2329.931163,694.5123318,OCGSV58_23,0.3,1,PICT0105.JPG,F:\Stills\PNGSV\OCGSV58Stills\,OCGSV58,B110304357,OCGSV58Stills,3264,2448,B11,PICT0105.JPG,PICT0105.JPG_OCGSV58,NA,NA,NA,Y,
0,400,272,OCGSV60_0,Da,1,a(07)_01.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
0,401.3333333,271.1111111,OCGSV60_1,Da,11,a(07)_01.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
7,382.6666667,271.1111111,OCGSV60_1,Da,11,a(07)_08.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
10,363.1111111,274.6666667,OCGSV60_1,Da,11,a(07)_11.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
11,346.2222222,279.1111111,OCGSV60_1,Da,11,a(07)_12.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
12,319.5555556,286.2222222,OCGSV60_1,Da,11,a(07)_13.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
14,292.8888889,286.2222222,OCGSV60_1,Da,11,a(07)_15.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
16,262.6666667,288,OCGSV60_1,Da,11,a(07)_17.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
17,245.7777778,290.6666667,OCGSV60_1,Da,11,a(07)_18.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
19,201.3333333,295.1111111,OCGSV60_1,Da,11,a(07)_20.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
20,174.6666667,296,OCGSV60_1,Da,11,a(07)_21.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
21,138.2222222,298.6666667,OCGSV60_1,Da,11,a(07)_22.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(7),a(7)_OCGSV60,06:15,30/05/2017,strict,Y,
39,22.7616187,383.0781176,OCGSV60_3,Da,4,a(08)_18.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(8),a(8)_OCGSV60,06:15,30/05/2017,strict,Y,
41,87.56764122,373.0220106,OCGSV60_3,Da,4,a(08)_20.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(8),a(8)_OCGSV60,06:15,30/05/2017,strict,Y,
42,134.4961403,369.669975,OCGSV60_3,Da,4,a(08)_21.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(8),a(8)_OCGSV60,06:15,30/05/2017,strict,Y,
43,161.3124255,365.2005941,OCGSV60_3,Da,4,a(08)_22.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(8),a(8)_OCGSV60,06:15,30/05/2017,strict,Y,
44,473.0517407,299.2772264,OCGSV60_5,Da,4,a(09)_01.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(9),a(9)_OCGSV60,06:16,30/05/2017,strict,Y,
45,13.82285697,422.1852001,OCGSV60_5,Da,4,a(09)_02.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(9),a(9)_OCGSV60,06:16,30/05/2017,strict,Y,
47,69.69011777,377.4913915,OCGSV60_5,Da,4,a(09)_04.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(9),a(9)_OCGSV60,06:16,30/05/2017,strict,Y,
48,465.2303242,282.5170482,OCGSV60_5,Da,4,a(09)_05.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(9),a(9)_OCGSV60,06:16,30/05/2017,strict,Y,
66,128.9094142,304.8639525,OCGSV60_6,Da,1,a(14)_01.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(14),a(14)_OCGSV60,17:55,05/06/2017,strict,Y,
66,126.6747238,304.8639525,OCGSV60_7,Da,3,a(14)_01.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(14),a(14)_OCGSV60,17:55,05/06/2017,strict,Y,
68,75.27684385,309.3333333,OCGSV60_7,Da,3,a(14)_03.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(14),a(14)_OCGSV60,17:55,05/06/2017,strict,Y,
69,38.40445172,310.4506785,OCGSV60_7,Da,3,a(14)_04.jpeg,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,720,480,B13,a(14),a(14)_OCGSV60,17:55,05/06/2017,strict,Y,
89,1547.551497,1105.50293,OCGSV60_8,0.2,1,EK000058.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000058.JPG,EK000058.JPG_OCGSV60,NA,NA,NA,Y,
89,1519.938805,106.8439001,OCGSV60_9,0.4,1,EK000058.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000058.JPG,EK000058.JPG_OCGSV60,NA,NA,NA,Y,
92,1722.43188,1100.900815,OCGSV60_10,0.2,1,EK000061.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000061.JPG,EK000061.JPG_OCGSV60,NA,NA,NA,Y,
92,1722.43188,677.5062031,OCGSV60_11,0.4,1,EK000061.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000061.JPG,EK000061.JPG_OCGSV60,NA,NA,NA,Y,
95,1704.023419,1054.879662,OCGSV60_12,0.2,1,EK000064.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000064.JPG,EK000064.JPG_OCGSV60,NA,NA,NA,Y,
95,1699.421303,806.3654329,OCGSV60_13,0.4,1,EK000064.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000064.JPG,EK000064.JPG_OCGSV60,NA,NA,NA,Y,
97,1920.32284,695.9146645,OCGSV60_14,0.6,1,EK000066.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000066.JPG,EK000066.JPG_OCGSV60,NA,NA,NA,Y,
97,1929.527071,521.0342813,OCGSV60_15,0.8,1,EK000066.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000066.JPG,EK000066.JPG_OCGSV60,NA,NA,NA,Y,
101,456.8501597,1110.105046,OCGSV60_16,0.2,1,EK000070.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000070.JPG,EK000070.JPG_OCGSV60,NA,NA,NA,Y,
101,456.8501597,815.5696635,OCGSV60_17,0.4,1,EK000070.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000070.JPG,EK000070.JPG_OCGSV60,NA,NA,NA,Y,
104,636.3326583,1096.2987,OCGSV60_18,0.2,1,EK000073.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000073.JPG,EK000073.JPG_OCGSV60,NA,NA,NA,Y,
104,631.7305429,649.8935111,OCGSV60_19,0.4,1,EK000073.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000073.JPG,EK000073.JPG_OCGSV60,NA,NA,NA,Y,
106,346.3993914,1110.105046,OCGSV60_20,0.2,1,EK000075.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000075.JPG,EK000075.JPG_OCGSV60,NA,NA,NA,Y,
106,337.1951607,304.73486,OCGSV60_21,0.4,1,EK000075.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000075.JPG,EK000075.JPG_OCGSV60,NA,NA,NA,Y,
115,1147.167462,1096.2987,OCGSV60_26,0.2,1,EK000084.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000084.JPG,EK000084.JPG_OCGSV60,NA,NA,NA,Y,
115,1133.361116,599.2702422,OCGSV60_27,0.4,1,EK000084.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000084.JPG,EK000084.JPG_OCGSV60,NA,NA,NA,Y,
121,2357.523798,1036.4712,OCGSV60_22,0.2,1,EK000090.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000090.JPG,EK000090.JPG_OCGSV60,NA,NA,NA,Y,
121,2343.717452,792.5590868,OCGSV60_23,0.4,1,EK000090.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000090.JPG,EK000090.JPG_OCGSV60,NA,NA,NA,Y,
122,659.343235,1110.105046,OCGSV60_24,0.2,1,EK000091.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000091.JPG,EK000091.JPG_OCGSV60,NA,NA,NA,Y,
122,631.7305429,856.9887017,OCGSV60_25,0.4,1,EK000091.JPG,F:\Stills\PNGSV\OCGSV60Stills\,OCGSV60,B131000470,OCGSV60Stills,3264,2448,B13,EK000091.JPG,EK000091.JPG_OCGSV60,NA,NA,NA,Y,
NA,NA,NA,OCGSV61_1,Mt,NA,NA,NA,OCGSV61,NA,NA,NA,NA,NA,4190407,NA,01:24,19/04/2017,strict,N,1
NA,NA,NA,OCGSV61_2,Mt,NA,NA,NA,OCGSV61,NA,NA,NA,NA,NA,4260595,NA,09:01,26/04/2017,strict,N,1
NA,NA,NA,OCGSV61_3,Mt,NA,NA,NA,OCGSV61,NA,NA,NA,NA,NA,a (128),NA,04:07,04/06/2017,strict,N,1
NA,NA,NA,OCGSV62_1,Da,NA,NA,NA,OCGSV62,NA,NA,NA,NA,NA,EK000679,NA,16:38,23/04/2017,strict,N,
NA,NA,NA,OCGSV62_2,Mt,NA,NA,NA,OCGSV62,NA,NA,NA,NA,NA,EK000185,NA,23:00,18/04/2017,strict,N,
NA,NA,NA,OCGSV62_3,Mt,NA,NA,NA,OCGSV62,NA,NA,NA,NA,NA,EK000016,NA,00:21,22/05/2017,strict,N,
1,3167.798914,1338.283981,OCGSV64_0,20,1,PICT0010.JPG,F:\Stills\PNGSV\OCGSV64Stills\,OCGSV64,B121017980,OCGSV64Stills,3264,2448,B12,PICT0010.JPG,PICT0010.JPG_OCGSV64,NA,NA,NA,N,
1,3157.61616,1110.190289,OCGSV64_1,40,1,PICT0010.JPG,F:\Stills\PNGSV\OCGSV64Stills\,OCGSV64,B121017980,OCGSV64Stills,3264,2448,B12,PICT0010.JPG,PICT0010.JPG_OCGSV64,NA,NA,NA,N,
2,1438.767265,1403.453608,OCGSV64_2,20,1,PICT0011.JPG,F:\Stills\PNGSV\OCGSV64Stills\,OCGSV64,B121017980,OCGSV64Stills,3264,2448,B12,PICT0011.JPG,PICT0011.JPG_OCGSV64,NA,NA,NA,N,
